Author	Treatment	Cause	PMID Count	PMIDs
Paolo Ruggeri	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	40243422
Fabio Luigi Massimo Ricciardolo	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	40243422
Ian M Adcock	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	32819230
Yanhui Chen	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	36226596
Qiong Qing	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	36226596
Eun Suk Son	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	32387680
Se-Hee Kim	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	32387680
Sun Young Kyung	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	32387680
Ya-Nan Zhao	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	34802946
Xinru Xiao	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	36883061
Yujia Shi	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	36883061
Qian Zhang	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	36883061
Loes E M Kistemaker	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35439594
Xinyuan Liu	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	39708983
Jingdan Yang	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	39708983
Min Li	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	39708983
Wei Tan	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	39531905
Guangbo Tan	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	39531905
Chao Gu	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	32722945
Na Li	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	32722945
Feng Tao	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	32722945
Sharif Moradi	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	33959951
Sadegh Azimzadeh Jamalkandi	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	33959951
Mostafa Ghanei	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	33959951
Ken Ichiro Tanaka	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35454172
Shinya Suzuki	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35454172
Masahiro Kawahara	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35454172
Sarah de Oliveira Rodrigues	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	34681202
Adriana Ribeiro Silva	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	34681202
Cassiano Felippe Gonçalves-de-Albuquerque	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	34681202
Ryunosuke Nakashima	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35512853
Hyeon-Young Kim	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35269890
Sung-Hwan Kim	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35269890
Man-Jeong Paik	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35269890
Evgenii Skurikhin	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35002229
Aslan Kubatiev	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35002229
Alexander Dygai	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35002229
Fabio L M Ricciardolo	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	32496983
Shi-Lin Qiu	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	34559883
Hua-Jiao Qin	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	34559883
Min-Chao Duan	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	34559883
Rui Chen	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	37524488
Yuting Cui	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	37524488
Judith C W Mak	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	37524488
Leiming Xu	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	38229325
Yong Li	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	38229325
Yaw-Syan Fu	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35705209
Jingyi Wu	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35705209
Ching-Feng Weng	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	35705209
Giusy Daniela Albano	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	37627282
Mirella Profita	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	37627282
Shi-Xia Liao	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	39577220
Ting-Hua Wang	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	39577220
Andrew Higham	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	33145838
Dave Singh	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	33145838
Zilin Wang	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	39571512
Carlo Baggio	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	33107733
Maurizio Pellecchia	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	33107733
Víctor Ivo Peinado	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 36: Elucidating the Complex Genetic and Epithelial Mechanisms Underlying COPD Susceptibility and Progression	1	36881560
